51.5947,-66.9937
103.189,-135.5
154.784,-202.125
206.379,-264.154
257.974,-324.763
309.568,-380.894
361.163,-442.007
412.758,-510.175
464.353,-572.617
515.947,-629.586
567.542,-687.007
619.137,-741.646
670.732,-802.718
722.326,-871.52
773.921,-939.537
825.516,-1011.84
877.111,-1077.04
928.705,-1134.89
980.3,-1197.89
1031.89,-1267.08
1083.49,-1331.36
1135.08,-1393.45
1186.68,-1450.59
1238.27,-1501.85
1289.87,-1551.07
1341.46,-1595.71
1393.06,-1639.78
1444.65,-1682.56
1496.25,-1719.97
1547.84,-1749.98
1599.44,-1778.2
1651.03,-1802.16
1702.63,-1824.7
1754.22,-1847.11
1805.82,-1859.82
1857.41,-1860.39
1909.01,-1859.78
1960.6,-1857.84
2012.2,-1848
2063.79,-1828.58
2115.38,-1807.86
2166.98,-1789.57
2218.57,-1759.25
2270.17,-1715.17
2321.76,-1671.51
2373.36,-1634.2
2424.95,-1581.57
2476.55,-1506.03
2528.14,-1440.28
2579.74,-1389.3
2631.33,-1334.59
2682.93,-1280.11
2734.52,-1220.62
2786.12,-1153.62
2837.71,-1093.57
2889.31,-1045.57
2940.9,-998.103
2992.5,-955.933
3044.09,-909.529
3095.68,-858.77
3147.28,-803.601
3198.87,-730.525
3250.47,-677.566
3302.06,-659.32
3353.66,-636.929
3405.25,-606.764
3456.85,-569.749
3508.44,-511.03
3560.04,-470.239
3611.63,-463.722
3663.23,-455.534
3714.82,-436.02
3766.42,-417.082
3818.01,-397.8
3869.61,-383.979
3921.2,-378.413
3972.8,-376.239
4024.39,-377.251
4075.98,-379.241
4127.58,-380.33
4179.17,-383.553
4230.77,-390.966
4282.36,-400.218
4333.96,-411.15
4385.55,-422.561
4437.15,-433.007
4488.74,-444.31
4540.34,-458.269
4591.93,-473.007
4643.53,-486.54
4695.12,-500.408
4746.72,-516.21
4798.31,-532.646
4849.91,-547.716
4901.5,-562.435
4953.1,-577.034
5004.69,-591.675
5056.29,-606.935
5107.88,-622.47
5159.47,-637.55
5211.07,-652.396
5262.66,-666.449
5314.26,-680.064
5365.85,-694.1
5417.45,-707.972
5469.04,-719.995
5520.64,-730.869
5572.23,-743.452
5623.83,-756.645
5675.42,-770.464
5727.02,-784.63
5778.61,-796.312
5830.21,-806.43
5881.8,-818.327
5933.4,-830.806
5984.99,-843.287
6036.59,-855.761
6088.18,-865.882
6139.77,-874.027
6191.37,-883.47
6242.96,-892.795
6294.56,-902.492
6346.15,-912.005
6397.75,-921.71
6449.34,-931.171
6500.94,-939.731
6552.53,-947.049
6604.13,-956.681
6655.72,-967.78
6707.32,-976.367
6758.91,-983.25
6810.51,-990.244
6862.1,-996.798
6913.7,-1002.66
6965.29,-1007.85
7016.89,-1012.65
7068.48,-1017.28
7120.08,-1021.16
7171.67,-1025.14
7223.26,-1027.95
7274.86,-1030.97
7326.45,-1032.7
7378.05,-1035
7429.64,-1033.3
7481.24,-1028.43
7532.83,-1024.81
7584.43,-1021.27
7636.02,-1019.13
7687.62,-1017.92
7739.21,-1019.35
7790.81,-1024.29
7842.4,-1027.72
7894,-1030.65
7945.59,-1035.41
7997.19,-1042.38
8048.78,-1048.37
8100.38,-1054.02
8151.97,-1058.46
8203.56,-1060.08
8255.16,-1064.45
8306.75,-1069.32
8358.35,-1076.05
8409.94,-1083.48
8461.54,-1092.15
8513.13,-1101.26
8564.73,-1111.15
8616.32,-1120.54
8667.92,-1132.36
8719.51,-1145.96
8771.11,-1160.3
8822.7,-1175.04
8874.3,-1191.33
8925.89,-1209.45
8977.49,-1227.43
9029.08,-1245.13
9080.68,-1264.38
9132.27,-1285.66
9183.86,-1307.1
9235.46,-1329.75
9287.05,-1351.95
9338.65,-1374.68
9390.24,-1397.26
9441.84,-1421.46
9493.43,-1443.64
9545.03,-1464.88
9596.62,-1485.59
9648.22,-1509.21
9699.81,-1527.22
9751.41,-1540.71
9803,-1551.14
9854.6,-1561.14
9906.19,-1563.88
9957.79,-1558.75
10009.4,-1549.44
10061,-1537.98
10112.6,-1516.03
10164.2,-1478.21
10215.8,-1436.92
10267.4,-1388.94
10318.9,-1335.98
10370.5,-1267.93
10422.1,-1205.65
10473.7,-1147.53
10525.3,-1092.73
10576.9,-1036.18
10628.5,-988.693
10680.1,-954.357
10731.7,-925.687
10783.3,-904.779
10834.9,-890.101
10886.5,-889.931
10938.1,-890.079
10989.7,-892.24
11041.3,-894.444
11092.9,-900.993
11144.5,-905.954
11196.1,-909.275
11247.7,-911.469
