52.4809,-215.587
104.962,-476.512
157.443,-622.743
209.924,-516.715
262.405,-500.873
314.885,-569.376
367.366,-598.618
419.847,-626.507
472.328,-655.482
524.809,-702.57
577.29,-742.898
629.771,-794.3
682.252,-836.271
734.733,-881.559
787.214,-926.805
839.695,-978.306
892.176,-1005.76
944.656,-1018.98
997.137,-1052.99
1049.62,-1098.95
1102.1,-1113.3
1154.58,-1108.41
1207.06,-1103.78
1259.54,-1093.89
1312.02,-1099.77
1364.5,-1112.32
1416.98,-1114.08
1469.47,-1112.49
1521.95,-1117.81
1574.43,-1125.01
1626.91,-1121.2
1679.39,-1112.58
1731.87,-1103.86
1784.35,-1093.17
1836.83,-1078.19
1889.31,-1060.65
1941.79,-1042.25
1994.27,-1022.16
2046.76,-999.61
2099.24,-975.648
2151.72,-950.823
2204.2,-925.48
2256.68,-899.77
2309.16,-875.446
2361.64,-857.925
2414.12,-835.711
2466.6,-798.845
2519.08,-765.837
2571.56,-747.782
2624.05,-726.168
2676.53,-693.859
2729.01,-661.825
2781.49,-630.397
2833.97,-602.719
2886.45,-582.139
2938.93,-559.849
2991.41,-533.461
3043.89,-509.02
3096.37,-489.425
3148.85,-465.024
3201.34,-426.437
3253.82,-401.914
3306.3,-402.371
3358.78,-390.939
3411.26,-359.899
3463.74,-335.901
3516.22,-316.717
3568.7,-304.814
3621.18,-304.029
3673.66,-298.743
3726.15,-287.891
3778.63,-280.029
3831.11,-273.997
3883.59,-270.781
3936.07,-270.102
3988.55,-271.686
4041.03,-276.236
4093.51,-281.885
4145.99,-289.693
4198.47,-298.351
4250.95,-309.478
4303.44,-318.677
4355.92,-325.274
4408.4,-336.652
4460.88,-354.119
4513.36,-367.479
4565.84,-377.433
4618.32,-389.488
4670.8,-402.584
4723.28,-417.633
4775.76,-435.631
4828.24,-450.737
4880.73,-463.46
4933.21,-477.688
4985.69,-492.703
5038.17,-506.848
5090.65,-519.605
5143.13,-534.247
5195.61,-549.982
5248.09,-566.252
5300.57,-583.634
5353.05,-597.431
5405.53,-607.48
5458.02,-621.927
5510.5,-639.064
5562.98,-653.387
5615.46,-665.656
5667.94,-679.554
5720.42,-694.083
5772.9,-707.179
5825.38,-719.008
5877.86,-731.96
5930.34,-745.313
5982.82,-756.753
6035.31,-766.608
6087.79,-776.532
6140.27,-785.846
6192.75,-797.031
6245.23,-809.163
6297.71,-817.114
6350.19,-822.567
6402.67,-831.421
6455.15,-841.733
6507.63,-850.545
6560.11,-858.983
6612.6,-866.748
6665.08,-873.945
