52.6316,0.877942
105.263,0.845334
157.895,0.840208
210.526,0.829528
263.158,0.811559
315.789,0.798035
368.421,0.787843
421.053,0.778094
473.684,0.768137
526.316,0.759834
578.947,0.752068
631.579,0.745973
684.211,0.740416
736.842,0.735658
789.474,0.731212
842.105,0.72882
894.737,0.726879
947.368,0.723315
1000,0.719687
1052.63,0.718814
1105.26,0.718327
1157.89,0.716548
1210.53,0.714793
1263.16,0.711856
1315.79,0.708854
1368.42,0.707017
1421.05,0.705305
1473.68,0.703159
1526.32,0.700994
1578.95,0.699831
1631.58,0.698723
1684.21,0.697383
1736.84,0.696055
1789.47,0.694908
1842.11,0.693775
1894.74,0.69254
1947.37,0.691295
2000,0.690097
2052.63,0.688884
2105.26,0.68759
2157.89,0.686259
2210.53,0.684857
2263.16,0.683393
2315.79,0.68177
2368.42,0.680126
2421.05,0.679249
2473.68,0.678373
2526.32,0.676458
2578.95,0.674437
2631.58,0.673317
2684.21,0.672252
2736.84,0.67072
2789.47,0.669081
2842.11,0.667103
2894.74,0.665059
2947.37,0.663415
3000,0.661765
3052.63,0.659835
3105.26,0.657926
3157.89,0.656518
3210.53,0.65496
3263.16,0.651838
3315.79,0.64866
3368.42,0.647195
3421.05,0.645793
3473.68,0.643276
3526.32,0.64047
3578.95,0.637184
3631.58,0.633879
3684.21,0.631271
3736.84,0.628642
3789.47,0.625647
3842.11,0.622519
3894.74,0.61921
3947.37,0.615789
4000,0.612262
4052.63,0.60868
4105.26,0.605106
4157.89,0.601517
4210.53,0.597948
4263.16,0.594492
4315.79,0.591287
4368.42,0.587906
4421.05,0.584151
4473.68,0.580685
4526.32,0.577705
4578.95,0.57465
4631.58,0.571454
4684.21,0.56823
4736.84,0.564959
4789.47,0.561998
4842.11,0.559356
4894.74,0.556655
4947.37,0.55392
5000,0.551328
5052.63,0.548888
5105.26,0.546349
5157.89,0.543792
5210.53,0.541335
5263.16,0.538951
5315.79,0.536952
5368.42,0.53523
5421.05,0.533076
5473.68,0.530818
5526.32,0.528985
5578.95,0.527359
5631.58,0.525565
5684.21,0.523805
5736.84,0.522263
5789.47,0.520844
5842.11,0.519323
5894.74,0.517853
5947.37,0.516619
6000,0.515486
6052.63,0.514271
6105.26,0.513105
6157.89,0.511803
6210.53,0.510535
6263.16,0.509672
6315.79,0.508861
6368.42,0.507645
6421.05,0.506424
6473.68,0.505451
6526.32,0.504506
6578.95,0.50364
6631.58,0.502804
6684.21,0.502139
6736.84,0.501442
6789.47,0.500509
6842.11,0.49954
6894.74,0.498565
6947.37,0.497567
7000,0.496594
7052.63,0.495599
7105.26,0.494621
7157.89,0.49362
7210.53,0.492628
7263.16,0.491622
7315.79,0.49064
7368.42,0.489608
7421.05,0.4885
7473.68,0.487431
7526.32,0.486486
7578.95,0.485493
7631.58,0.484416
7684.21,0.483141
7736.84,0.48154
7789.47,0.48017
7842.11,0.47918
7894.74,0.478156
7947.37,0.477072
8000,0.475937
8052.63,0.474746
8105.26,0.473513
8157.89,0.472243
8210.53,0.471003
8263.16,0.469804
8315.79,0.468638
8368.42,0.467516
8421.05,0.46642
8473.68,0.465369
8526.32,0.464352
8578.95,0.463389
8631.58,0.462437
8684.21,0.46153
8736.84,0.460676
8789.47,0.459892
8842.11,0.459202
8894.74,0.4586
8947.37,0.458119
9000,0.457735
9052.63,0.457475
9105.26,0.457308
9157.89,0.457226
9210.53,0.457222
9263.16,0.45739
9315.79,0.457645
9368.42,0.458142
9421.05,0.45872
9473.68,0.459624
9526.32,0.460598
9578.95,0.461857
9631.58,0.463161
9684.21,0.464666
9736.84,0.466193
9789.47,0.46786
9842.11,0.469535
9894.74,0.471305
9947.37,0.47308
10000,0.47503
10052.6,0.476987
10105.3,0.478545
10157.9,0.480097
10210.5,0.481403
10263.2,0.482693
10315.8,0.483392
10368.4,0.484011
10421.1,0.483691
10473.7,0.483205
10526.3,0.48232
10578.9,0.481256
10631.6,0.479942
10684.2,0.478424
10736.8,0.476676
10789.5,0.474709
10842.1,0.472693
10894.7,0.470578
10947.4,0.469182
11000,0.467708
11052.6,0.466183
11105.3,0.464653
11157.9,0.463659
11210.5,0.462658
