WN,WL,En,stat,113,173,293,413,533,953,1193,1253,1553,1673,2573,2633,3953,4013,5153,6773,8093,8153,10253,10373,12653,12773,14453,14693
7000.0,1428.5714285714287,0.868875,2418.091144130758,2393.9325442772424,2420.0742540817773,2405.259944484762,2404.31394438558,2413.82704405599,2434.7243438225305,2422.8425140839136,2430.1933436852014,2426.7390037041223,2422.514803932241,2425.718944118551,2443.2029433708703,2425.683574245504,2425.683574245504,2425.683574245504,2425.683574245504,2425.683574245504,2425.683574245504,2425.683574245504,2425.683574245504,2425.683574245504,2425.683574245504,2425.683574245504,2425.683574245504
7012.009765625,1426.124653879268,0.8703657121582034,2419.262973664252,2394.3566740731876,2420.943423626868,2405.957673905341,2404.9777735452335,2414.9614337663334,2436.0637739877384,2424.0541838388126,2431.457673905341,2427.9805439691227,2423.72149359986,2426.9526537637394,2444.5025728921573,2426.915253518073,2426.915253518073,2426.915253518073,2426.915253518073,2426.915253518073,2426.915253518073,2426.915253518073,2426.915253518073,2426.915253518073,2426.915253518073,2426.915253518073,2426.915253518073
7024.02001953125,1423.6861472765781,0.8718564849243164,2420.43485084084,2394.766151576314,2421.8055008938645,2406.6434508850907,2405.622750430379,2416.107010989461,2437.4057504227494,2425.266290812764,2432.7227508118485,2429.222770839009,2424.9285608818864,2428.1869408181046,2445.8026505997514,2428.1474706223344,2428.1474706223344,2428.1474706223344,2428.1474706223344,2428.1474706223344,2428.1474706223344,2428.1474706223344,2428.1474706223344,2428.1474706223344,2428.1474706223344,2428.1474706223344,2428.1474706223344
7036.0400390625,1421.253992939532,0.8733484698486331,2421.6251334845015,2395.1797332464644,2422.6795135437437,2407.3358335195967,2406.266733139653,2417.2827734648176,2438.768533676762,2426.4972033201643,2434.007133453984,2430.484073609013,2426.1543636022993,2429.440193623204,2447.121433228154,2429.398593395848,2429.398593395848,2429.398593395848,2429.398593395848,2429.398593395848,2429.398593395848,2429.398593395848,2429.398593395848,2429.398593395848,2429.398593395848,2429.398593395848,2429.398593395848
7048.0498046875,1418.832198567783,0.8748391820068362,2422.818773719973,2395.5827736589376,2423.5512267085974,2408.020073387331,2406.8942732545797,2418.4743237230246,2440.137173149294,2427.731853935427,2435.295773956484,2431.7493939134542,2427.383863899416,2430.6973437997763,2448.444073173708,2430.6535734865133,2430.6535734865133,2430.6535734865133,2430.6535734865133,2430.6535734865133,2430.6535734865133,2430.6535734865133,2430.6535734865133,2430.6535734865133,2430.6535734865133,2430.6535734865133,2430.6535734865133
7060.06005859375,1416.4185455940496,0.8763299547729493,2424.012462485296,2395.972661841375,2424.4182614867514,2408.693362105352,2407.501663077337,2419.6789525632685,2441.508561957342,2428.9669626836603,2436.58516203211,2433.015442717535,2428.6137426976984,2431.955092299444,2449.7670630101984,2431.90911232279,2431.90911232279,2431.90911232279,2431.90911232279,2431.90911232279,2431.90911232279,2431.90911232279,2431.90911232279,2431.90911232279,2431.90911232279,2431.90911232279,2431.90911232279
7072.06982421875,1414.0131882966382,0.8778206669311525,2425.2061027207674,2396.349903456241,2425.2815974199475,2409.3561023392976,2408.088402143985,2420.897172800571,2442.8824027695955,2430.2024325051607,2437.875402800113,2434.282122961551,2429.8439129510225,2433.213363043338,2451.090402952701,2433.165112844974,2433.165112844974,2433.165112844974,2433.165112844974,2433.165112844974,2433.165112844974,2433.165112844974,2433.165112844974,2433.165112844974,2433.165112844974,2433.165112844974,2433.165112844974
7084.080078125,1411.6158893910724,0.8793114396972657,2426.3997914860906,2396.71529174549,2426.1425524721803,2410.0089910100164,2408.654491193122,2422.1296513150396,2444.259092099494,2431.438361413306,2439.1665914128484,2435.54954124195,2431.0744812558355,2434.4722316334905,2452.414090878791,2434.421681172675,2434.421681172675,2434.421681172675,2434.421681172675,2434.421681172675,2434.421681172675,2434.421681172675,2434.421681172675,2434.421681172675,2434.421681172675,2434.421681172675,2434.421681172675
7096.10009765625,1409.2247660518303,0.8808034246215822,2427.511682637499,2396.9878827412585,2426.9206526358585,2410.570982106493,2409.117881902025,2423.295112736986,2445.5566827137927,2432.5929027874927,2440.3768826802234,2436.7358628590564,2432.2236024220447,2435.649882443712,2453.656482823656,2435.596963055895,2435.596963055895,2435.596963055895,2435.596963055895,2435.596963055895,2435.596963055895,2435.596963055895,2435.596963055895,2435.596963055895,2435.596963055895,2435.596963055895,2435.596963055895
