WN,WL,En,stat,185,245,305,365,425,485,545,605,665,725,785,845,905,965,1025,1085,1565,2045,3005,4025,5045
7000.0,1428.5714285714287,0.868875,2467.8926655863884,2428.950767240441,2423.1258656596306,2424.323066434777,2427.5111653422478,2431.1071660136345,2432.7042653178337,2436.397165021813,2441.733066282189,2447.369266233361,2445.684566221154,2449.188066205895,2449.46516581527,2450.8452660655144,2453.1072651957634,2463.4094755267265,2463.536345682061,2462.262805662072,2460.289335451043,2465.1262456988457,2467.0389026021126,2467.486926577008
7012.009765625,1426.124653879268,0.8703657121582034,2470.111027825603,2431.392926324138,2425.4954272396653,2426.6476260311692,2429.781827080974,2433.2559291012376,2434.8691264278978,2438.579127419719,2443.95402823759,2449.512627709636,2447.922627557048,2451.4591284878343,2451.6903277523606,2453.0792285091966,2455.3590279705613,2465.434737790355,2465.5372778065293,2464.3815580494493,2462.535597909221,2467.3620577938646,2469.2686848528474,2469.7143598384946
7024.02001953125,1423.6861472765781,0.8718564849243164,2472.349114435639,2433.854516046967,2427.8880129036565,2428.9965143379827,2432.077515619721,2435.4312143501897,2437.0603151497503,2440.787413614716,2446.2003145393987,2451.6809148964544,2450.1852140602728,2453.7502145943304,2453.935914057221,2455.333514231171,2457.6310148415228,2467.4798646149297,2467.557064550843,2466.5196042236944,2464.802254217591,2469.617774504151,2471.518282431092,2471.9616204378267
7036.0400390625,1421.253992939532,0.8733484698486331,2474.589020850213,2436.3176203985527,2430.2857219000175,2431.3515216131523,2434.3803225775077,2437.615121008904,2439.259820105584,2443.0043212194755,2448.4538203497245,2453.8562213201835,2452.4542208929374,2456.043620230706,2456.1842204351738,2457.590220572503,2459.9053212423637,2469.5270110388115,2469.577880980523,2468.659170748742,2467.0713807363823,2471.8754807730033,2473.7697918434455,2474.2108038385227
7048.0498046875,1418.832198567783,0.8748391820068362,2476.827016470022,2438.778417226858,2432.6846176357935,2433.7089172573756,2436.6863151760767,2439.8040176602076,2441.4641166897486,2445.225915548391,2450.710816976614,2456.0351158352564,2454.725915548391,2458.335416433401,2458.43131601531,2459.845716116018,2462.178216573782,2471.5725265713404,2471.596056577749,2470.7966562481593,2469.3392463894556,2474.131456491537,2476.019482490606,2476.4581804843615
7060.06005859375,1416.4185455940496,0.8763299547729493,2479.0651030800586,2441.2390036843067,2435.0867018959766,2436.0707030556446,2438.9976020119434,2441.9999022743946,2443.67510369041,2447.45430329063,2452.973403479839,2458.219502951885,2457.0022025368457,2460.6276030800586,2460.6794028542286,2462.10190346458,2464.4518027565723,2473.61845305183,2473.6136632225757,2472.9342131874805,2471.6078429482227,2476.3877029679065,2478.269356097961,2478.705753084207
7072.06982421875,1414.0131882966382,0.8778206669311525,2481.28332111938,2443.6792218456985,2437.4719197521927,2438.416721082759,2441.2940213452102,2444.182719923091,2445.8728215466263,2449.669521070552,2455.2214219341995,2460.3895203839065,2459.26312039001,2462.900420881343,2462.90832111938,2464.3389203320266,2466.706121183467,2475.6449210415603,2475.610830999446,2475.0520312557937,2473.857201314998,2478.624261118007,2480.4994561444046,2480.9335631201984
7084.080078125,1411.6158893910724,0.8793114396972657,2483.501496810449,2446.118997115625,2439.8600974269043,2440.7668967433106,2443.5953955836426,2446.3724951930176,2448.0771956629883,2451.8913970179688,2457.474797744287,2462.5650973506104,2461.528396148218,2465.173497695459,2465.138097304834,2466.5764975733887,2468.960796851648,2477.671806830896,2477.607446689142,2477.170106906427,2476.1071467585693,2480.860956925882,2482.7296078391205,2483.161436814798
7096.10009765625,1409.2247660518303,0.8808034246215822,2485.7214761163423,2448.5600762750337,2442.252977886362,2443.1228776361177,2445.9034753228852,2448.5708756829927,2450.289877453012,2454.121775188608,2459.7352757837007,2464.7481751825044,2463.7998757745454,2467.448776760263,2467.370476284189,2468.8165765191743,2471.217875995798,2479.7010260011384,2479.6054459001252,2479.2904563333223,2478.3595061685273,2483.0996361161897,2484.9616591121385,2485.391222127838
7108.10986328125,1406.843759078281,0.8822941367797852,2487.9395616266706,2450.998861095665,2444.6467607233503,2445.4808633539656,2448.2144601557234,2450.7743623468855,2452.5072610590437,2456.3568608973005,2461.999061367271,2466.9349611017683,2466.073661586998,2469.7225625727156,2469.601762554405,2471.0553624842146,2473.473562023399,2481.7289617273786,2481.6012118074873,2481.4095714304426,2480.6105916712263,2485.33660151696,2487.1919126126745,2487.6192206356504
7120.1201171875,1404.4706880521103,0.8837849095458986,2490.1602809382593,2453.4397799922144,2447.0460803462183,2447.8453814936793,2450.5328814936793,2452.987379784695,2454.7338817073023,2458.601080651394,2464.270680184475,2469.130081887356,2468.354380364529,2471.9993808222926,2471.8364818049586,2473.297480340115,2475.7324807597315,2483.7602007342493,2483.599370713345,2483.532150979153,2482.8649108363306,2487.576370949856,2489.4248959375536,2489.8499619318163
7132.1298828125,1402.1057053515938,0.8852756217041017,2492.381248330527,2455.880447244101,2449.4482496733003,2450.2139471525484,2452.856147622519,2455.2074469084077,2456.967246865683,2460.852147912436,2466.5477484220796,2471.3312490934663,2470.6393488401704,2474.2767485136324,2474.072347497397,2475.5405481809908,2477.992148255759,2485.7924283499055,2485.5976184362703,2485.656018113547,2485.1200684065157,2489.81657824462,2491.6582263464265,2492.0810613388353
7144.14013671875,1399.7485783632633,0.8867663944702149,2494.6023060207044,2458.320605886427,2451.85310710713,2452.5863071803724,2455.1842075709974,2457.434405935255,2459.207206380812,2463.1098057155286,2468.8299061183607,2473.538306844679,2472.928506505934,2476.554706228224,2476.30910648152,2477.7843052272474,2480.252505910841,2487.825575960127,2487.5958958987867,2487.7812258128797,2487.3759061221754,2492.0570560817396,2493.8917450432455,2494.312361014334
