WN,WL,En,stat,-234,-174,-114,-54,5,65,125,185,245,305,365,425,485,545,605,665,725,785,845,905,1025,1385,1445,2045,3965,5345,6665,7745,9305,10085,10505,11525,12305,13025,14045,14885,15065,15125,15185
7000.0,1428.5714285714287,0.868875,2467.8926655863884,2467.535150579131,2466.2421655272606,2466.609915575898,2467.1323585724,2462.7743455981376,2471.412675580895,2363.5036656474235,2304.9036671733024,2291.0626637553337,2372.086864194787,2355.382663450158,2242.4126698588493,2418.379966459191,2422.0364644145134,2470.4792956923607,2477.538745603478,2475.72901555053,2300.5306660746696,2268.086665830529,2366.136668882287,2437.531064710534,2384.0362660502556,2287.2906605815056,2302.0916707133415,2451.5192658518913,2460.398225507653,2420.4440648173454,2461.6331655596855,2464.4842056845787,2447.1310650920036,2465.358915529168,2463.667795381463,2471.9283954714897,2471.6893956278923,2471.121665677941,2468.310760579026,2471.6461855982902,2470.313805541909,2466.491245589173
7012.009765625,1426.124653879268,0.8703657121582034,2470.111027825603,2469.7411308176606,2468.4023878462403,2468.7642278559297,2469.317449796924,2464.873247731456,2473.6868377811998,2366.1000262386888,2307.48802672697,2293.873021233806,2373.305928338298,2356.490025628337,2247.1590319759935,2419.7903262264817,2423.3507281429856,2472.238977778682,2479.2745076305955,2477.5469380505174,2303.417027581462,2269.854024041423,2366.1870242245286,2438.375228036174,2385.770726311931,2290.622029412517,2307.115025628337,2453.2499285824388,2462.3169180042833,2423.464429009685,2463.553507912883,2466.4837278015702,2449.069626916179,2467.356147874126,2465.6370478756517,2474.1324478275865,2473.8908277638047,2473.2941878922074,2470.3939628191083,2473.834807742366,2472.461287844905,2468.5277777798265
7024.02001953125,1423.6861472765781,0.8718564849243164,2472.349114435639,2471.966354447331,2470.5799844441076,2470.9343844828268,2471.520572441544,2466.9887943443914,2475.981884497132,2368.7501154122015,2310.129113214936,2296.77910711142,2374.586617487397,2357.658112543549,2251.9291162666937,2421.1881151375433,2424.64491369101,2473.991954463448,2481.0023546394964,2479.36202432486,2306.360116022553,2271.6971216377874,2366.2281122383733,2439.2000131783147,2387.5376138863226,2293.9781122383733,2312.122109430756,2454.9840135750433,2464.2434148964544,2426.4940157112737,2465.484504240479,2468.495664375748,2451.0357141670843,2469.364854353394,2467.6182246384283,2476.3537244972845,2476.109424370255,2475.482544439759,2472.4903234419485,2476.0399444279333,2474.6236243424078,2470.576364415612
7036.0400390625,1421.253992939532,0.8733484698486331,2474.589020850213,2474.192893864663,2472.7569808979347,2473.102240802796,2473.723725857289,2469.1030207891777,2478.279950739892,2371.4370204229667,2312.810013892205,2299.7640239019706,2375.9131175299003,2358.871018530877,2256.7030192632988,2422.553620459588,2425.8993197698906,2475.718840839417,2482.703070761712,2481.155270697625,2309.343018652947,2273.600022437127,2366.2440196295097,2439.98742020324,2389.3197184820488,2297.340027930291,2317.0940257330253,2456.7031203527763,2466.1593810339286,2429.515122534783,2467.4081507940605,2470.5019909162834,2453.0119200964286,2471.3669108171775,2469.5933510084465,2478.574120881112,2478.3270808477714,2477.668600918801,2474.581666680129,2478.2434707899406,2476.78264081672,2472.6188508291557
7048.0498046875,1418.832198567783,0.8748391820068362,2476.827016470022,2476.4169994564722,2474.9295964213084,2475.263856527395,2475.9230824680994,2471.2121063442896,2480.577336427755,2374.154019949026,2315.525014516897,2302.8230186672877,2377.283818838186,2360.1280189724635,2261.4750114651392,2423.881314870901,2427.1081176968287,2477.414359447546,2484.3715664120386,2482.921806451864,2312.3610130520533,2275.5580192776392,2366.2330147000025,2440.7336174221705,2391.1135154934595,2300.7050224514674,2322.0270134182642,2458.403016683645,2468.060586568899,2432.5243164272974,2469.3206464024256,2472.4988867016505,2454.9955173702906,2473.358406421728,2471.5586262913416,2480.7897163601588,2480.5398863526057,2479.8483465882014,2476.6639844747256,2480.441446420736,2478.934306499548,2474.651266452856
7060.06005859375,1416.4185455940496,0.8763299547729493,2479.0651030800586,2478.6406510732418,2477.0997630617862,2477.4210330508,2478.120541062141,2473.3180232308155,2482.8760731480365,2376.9050994179493,2318.277108695293,2305.9571013710743,2378.70310356834,2361.4320998451954,2266.247109915996,2425.1712012551075,2428.271104361797,2479.078859480033,2486.008432891155,2484.6624431870227,2315.414102103496,2277.5741057656055,2366.198106314922,2441.4405036232715,2392.9217009804493,2304.0741057656055,2326.922097708965,2460.0853038094288,2469.94858315208,2435.523702170635,2471.2239232323413,2474.4882631562,2456.988902594829,2475.3411631844288,2473.516023185039,2483.0023131630664,2482.7496230862384,2482.023523118282,2478.73899307468,2482.6356230042225,2481.080302979732,2476.6754031441455
7072.06982421875,1414.0131882966382,0.8778206669311525,2481.28332111938,2480.843866116834,2479.247471071315,2479.5535911093475,2480.296037114692,2475.4007413159134,2485.1562311421158,2379.6683232556106,2321.0453145275833,2309.146327711177,2380.1523244152786,2362.7663228283645,2270.9953267346145,2426.4013211498977,2429.3660199414016,2480.6906491289856,2487.592291093898,2486.3559911022903,2318.4833180676223,2279.6283223400833,2366.122318006587,2442.088420606685,2394.7247197399856,2307.427318311763,2331.761317945552,2461.729720808101,2471.802921033931,2438.493621564937,2473.0980107556106,2476.4501011143448,2458.973020292354,2477.2950510750534,2475.445571161342,2485.191731191707,2484.9361111889602,2484.1738610039474,2480.786444104743,2484.8057710896255,2483.200351096225,2478.671071029735
7084.080078125,1411.6158893910724,0.8793114396972657,2483.501496810449,2483.046447802318,2481.392516870035,2481.681206841005,2482.4692868180405,2477.4800367541443,2487.437666911615,2382.4644942469727,2323.8504958338867,2312.4084944911133,2381.654496688379,2364.151498336328,2275.740495223535,2427.589196700586,2430.4104972071777,2482.2677267975937,2489.1414866633545,2488.020996589197,2321.5874953456055,2281.7424941249024,2366.026498336328,2442.697495955957,2396.542893905176,2310.7845015711914,2336.562501449121,2463.355496902002,2473.6429372019898,2441.4540953822266,2474.9627270884644,2478.4042067713867,2460.9682975001465,2479.239756602777,2477.36710693313,2487.3775367922913,2487.118926782144,2486.3188867755066,2482.825870830549,2486.971446771158,2485.313916821016,2480.657886762155
7096.10009765625,1409.2247660518303,0.8808034246215822,2485.7214761163423,2485.2502191151807,2483.5367160226533,2483.805546083612,2484.642026105089,2479.55769590394,2489.7222762490937,2385.2944741632173,2326.6934762384126,2315.7464700128266,2383.213472881479,2365.5934777642915,2280.481470623178,2428.7345757867524,2431.404074230356,2483.810026087923,2490.6563363458345,2489.657966175241,2324.726480999155,2283.915476360483,2365.9164758111665,2443.2700753595063,2398.3784737970063,2314.147470989389,2341.3284707452485,2464.9641766931245,2475.4699759866426,2444.407175579233,2476.8199563409516,2480.3523960496614,2462.9772763635347,2481.176996269388,2479.282546081705,2489.5613360788057,2489.2996662046144,2488.4601061727235,2484.858822145624,2489.1341960813234,2487.422486105127,2482.6375160600373
