WN,WL,En,stat,65,125,185,245,305,485,545,605,665,725,905,1205,1265,1505,1625,1685,2345,2405,4025,4445,5345,5405,6545,6785,7865,7925,10025,11045,12005,13025,14405,14885,14945
7000.0,1428.5714285714287,0.868875,2467.8926655863884,2495.350965223229,2428.404567441857,2492.897165021813,2547.537868223107,2559.313762388146,2464.310405692971,2485.513465604699,2509.0423657511833,2508.8156659220817,2465.646145543969,2438.3300664042595,2354.902667722619,2409.8785664652946,2432.5906674479606,2452.5651652430656,2456.5469653224113,2444.3762662028435,2461.643445691979,2443.5948655223015,2473.8653556918266,2457.9757859324577,2446.997165403283,2460.682215413964,2466.4295255755546,2462.8434154605034,2465.618255577004,2441.0199658488395,2465.6809055422905,2445.567065915978,2445.567065915978,2445.567065915978,2445.567065915978,2445.567065915978
7012.009765625,1426.124653879268,0.8703657121582034,2470.111027825603,2497.8810282833665,2430.8947268612474,2495.5359278805345,2550.400525201091,2561.3022280819505,2466.640927899608,2488.0067282803147,2511.6958285458177,2511.3846293575853,2466.879527915248,2439.3289271481126,2354.290028680095,2410.2482272274583,2433.6633273251146,2453.9779273159593,2457.8146277554124,2445.755927193889,2463.22825776411,2446.11182700468,2475.9136377461045,2459.5077277309983,2449.1897269375413,2462.416917908916,2468.3740478642076,2464.5685878880113,2467.5161179192155,2442.025328744182,2467.560577739009,2448.0236273892015,2448.0236273892015,2448.0236273892015,2448.0236273892015,2448.0236273892015
7024.02001953125,1423.6861472765781,0.8718564849243164,2472.349114435639,2500.43481351706,2433.4153146919866,2498.20381452414,2553.290116327729,2563.3009119209905,2468.9949045357366,2490.5260152992864,2514.376416223969,2513.9777155098577,2468.0837145027776,2440.2874155220647,2353.7341165718694,2410.6311159310003,2434.710515039887,2455.380114572968,2459.0798139748235,2447.138415354218,2464.808204668488,2448.687113779511,2477.9708242592474,2461.04161455008,2451.4277143654485,2464.1517143425604,2470.319864529099,2466.284534471955,2469.4165644821783,2443.055714624848,2469.441974419083,2450.5181150612493,2450.5181150612493,2450.5181150612493,2450.5181150612493,2450.5181150612493
7036.0400390625,1421.253992939532,0.8733484698486331,2474.589020850213,2502.994620444329,2435.9487200994804,2500.883120657952,2556.188920142205,2565.292321326287,2471.3545509596183,2493.0534201879814,2517.066220404656,2516.5772219915702,2469.239210726769,2441.1851207037284,2353.2350245733574,2411.0196200628593,2435.7123194952324,2456.753720404656,2460.3253213186576,2448.507321478875,2466.364891173394,2451.300320746453,2480.018591048272,2462.5601207037284,2453.6938201208427,2465.8688107748344,2472.2481209059074,2467.9726907034233,2471.301160933526,2444.103720786126,2471.3066908140495,2453.0322200079277,2453.0322200079277,2453.0322200079277,2453.0322200079277,2453.0322200079277
7048.0498046875,1418.832198567783,0.8748391820068362,2476.827016470022,2505.556716558523,2438.4915176602076,2503.5705162258814,2559.0934196682642,2567.27301561553,2473.7162665100764,2495.58551561553,2519.761815664358,2519.1794182034205,2470.3408066006373,2442.0156151028345,2352.809018728323,2411.421514150686,2436.663415548391,2458.0951172085474,2461.5485168667506,2449.860717413015,2467.8941866131495,2453.9454170437525,2482.0527363987635,2464.0603166790675,2455.984616872854,2467.5647360058497,2474.1541465492915,2469.6289564343165,2473.1657565804194,2445.17771684844,2473.1505864830683,2455.561915990896,2455.561915990896,2455.561915990896,2455.561915990896,2455.561915990896
7060.06005859375,1416.4185455940496,0.8763299547729493,2479.0651030800586,2508.123103644634,2441.0459037087207,2506.2682032845264,2562.0057997963672,2569.245599295879,2476.0821631214862,2498.1245036385303,2522.465501334453,2521.7865042946582,2471.3891229889637,2442.7785048744922,2352.477105643535,2411.8512053749805,2437.563802268291,2459.4067034981495,2462.7522025368457,2451.202603842998,2469.39775326469,2456.6217036507373,2484.074802901531,2465.545102622295,2458.3025031349903,2469.241973426128,2476.0390730164295,2471.255322959209,2475.0120029709583,2446.292703177715,2474.9753833077198,2458.108603980327,2458.108603980327,2458.108603980327,2458.108603980327,2458.108603980327
7072.06982421875,1414.0131882966382,0.8778206669311525,2481.28332111938,2510.674020505977,2443.5923192272903,2508.9564206372024,2564.906223035884,2571.190417982173,2478.432411171031,2500.6507203350784,2525.1573216686966,2524.37861988647,2472.36300156219,2443.4515225659134,2352.242320753169,2412.302722669673,2438.3919217358352,2460.6690213452102,2463.91782162292,2452.515420652461,2470.855420805049,2459.306421018672,2486.0644008885147,2466.9957215557815,2460.6274220715286,2470.881320692134,2477.8821310768844,2472.8322407971145,2476.819700933528,2447.4426228771927,2476.760941244197,2460.651921964717,2460.651921964717,2460.651921964717,2460.651921964717,2460.651921964717
7084.080078125,1411.6158893910724,0.8793114396972657,2483.501496810449,2513.2291960902344,2446.15089561416,2511.6553969569336,2567.814599532617,2573.127999801172,2480.7869768328796,2503.1840968318115,2527.857495803369,2526.975698012842,2473.2812972254883,2444.0522971339356,2352.145494002832,2412.810693282617,2439.165597457422,2461.9029975123535,2465.066497344507,2453.82169677688,2472.286696929468,2462.0168967433106,2488.0408969111572,2468.4330964274536,2462.979396361841,2472.503596801294,2479.702446717752,2474.3805070109497,2478.6086068339478,2448.661897201074,2478.5271167941223,2463.2111964411865,2463.2111964411865,2463.2111964411865,2463.2111964411865,2463.2111964411865
7096.10009765625,1409.2247660518303,0.8808034246215822,2485.7214761163423,2515.7906766320893,2448.7237763787934,2514.3673768426606,2570.73307279603,2575.0604730035493,2483.147846021814,2505.7266755487153,2530.5680756951997,2529.5796761895845,2474.1449761773774,2444.580576458139,2352.209482708139,2413.392473735971,2439.884977855844,2463.1115765954683,2466.2017770196626,2455.1263757135102,2473.693676510019,2464.7519765283296,2490.005706348581,2469.8608756448457,2465.3599763299653,2474.11207632081,2481.5013461496064,2475.9036059762666,2480.38067630784,2449.967176952524,2480.275966205759,2465.7878766442964,2465.7878766442964,2465.7878766442964,2465.7878766442964,2465.7878766442964
