WN,WL,En,stat,65,125,185,245,485,605,725,905,965,1625,1685,2225,2585,3965,4025,7145,7745,9905,11105,12005,14885,14945,15005,15065,15125,15185
7000.0,1428.5714285714287,0.868875,2467.8926655863884,2481.9277655696037,2375.5745656108024,2481.1879651164177,2378.5994679545524,2382.5189625834587,2403.2046620463493,2374.6593663310173,2333.6466633891228,2368.4764668559196,2411.263164243615,2418.8655659770134,2358.3036686991813,2416.6229664897087,2434.766166410363,2460.161755762017,2451.8914658640983,2439.3022648905876,2452.6388651942375,2445.9125649546745,2460.831755361474,2457.1279656504753,2454.316865644372,2454.1315657710197,2455.379965505517,2491.5071656321647,2491.5071656321647
7012.009765625,1426.124653879268,0.8703657121582034,2470.111027825603,2484.3260279781907,2378.719128716716,2482.7159281857103,2381.9002276547044,2385.1689273007005,2406.2947283871263,2377.387326348552,2336.2020312435716,2371.7647296078294,2413.749627221355,2421.197827447185,2361.070027459392,2417.7143260128587,2436.5112277157396,2461.8553782589524,2454.2424279339402,2441.773427117595,2454.675828088054,2448.465228188762,2463.288177598247,2459.488827813396,2456.7450276501268,2456.616128075847,2457.862827409038,2493.8954287655442,2493.8954287655442
7024.02001953125,1423.6861472765781,0.8718564849243164,2472.349114435639,2486.7469148811956,2381.899117487397,2484.2042141136785,2385.3090143379827,2387.8559122261663,2409.457715052094,2380.1708154854437,2338.796120661225,2375.0921106514593,2416.2658128914495,2423.5574159798284,2363.897110956635,2418.818814295258,2438.284314173188,2463.5675440010687,2456.6212148842474,2444.2701139626165,2456.7462148842474,2451.0411138710638,2465.766384619202,2461.8725147423406,2459.195914286103,2459.122914331879,2460.367714899506,2496.3048143562933,2496.3048143562933
7036.0400390625,1421.253992939532,0.8733484698486331,2474.589020850213,2489.17252075866,2385.096421362908,2485.6310206671074,2388.8078242559745,2390.5623179693534,2412.675519110711,2382.9918223638847,2341.4110270757988,2378.4407206793144,2418.7942210455253,2425.9263201971366,2366.7670222540214,2419.919819952996,2440.0684214849784,2465.2815505285575,2459.0099211950615,2446.774520041497,2458.832821013482,2453.622420432122,2468.248480917962,2464.2610207815483,2461.6514207144096,2461.6338206549003,2462.876920821221,2498.717421652825,2498.717421652825
7048.0498046875,1418.832198567783,0.8748391820068362,2476.827016470022,2491.5993162365626,2388.307714101858,2486.988216039724,2392.3927131863306,2393.284619924612,2415.944017049856,2385.846418020315,2344.04401170928,2381.8070198269556,2421.3311172695826,2428.3012176724146,2369.675016042776,2421.014917013235,2441.8605171414088,2466.9949861736964,2461.4050165386866,2449.2828155728052,2460.9327160092066,2456.2054172726343,2470.7307664128016,2466.650716421194,2464.108016607351,2464.145216581411,2465.3865162106226,2501.1294170590113,2501.1294170590113
7060.06005859375,1416.4185455940496,0.8763299547729493,2479.0651030800586,2494.029202964092,2391.534806754375,2488.2735934517627,2396.0651030800586,2396.0251021645313,2419.264901664043,2388.73630669334,2346.69609978416,2385.1929030678516,2423.878701712871,2430.6842017433887,2372.621102835918,2422.10780480125,2443.6636023781543,2468.711203124309,2463.808403517986,2451.797103431011,2463.0485034249073,2458.7921023628955,2473.215232875133,2469.0437026283985,2466.567702796245,2466.6592030785328,2467.8985028527027,2503.542802359844,2503.542802359844
7072.06982421875,1414.0131882966382,0.8778206669311525,2481.28332111938,2496.4423215161087,2394.7579228649856,2489.462661481929,2399.8046223889114,2398.764117933345,2422.617622114253,2391.6413228283645,2349.3483235607864,2388.5786244641067,2426.417220808101,2433.055320478511,2375.5843236218216,2423.1800229321243,2445.4584195385696,2470.411720968318,2466.2001206646682,2454.297321058345,2465.161121107173,2461.3623215924026,2475.6819412480118,2471.419891096187,2469.0104214916946,2469.1557214031936,2470.3931214581253,2505.9377209912063,2505.9377209912063
7084.080078125,1411.6158893910724,0.8793114396972657,2483.501496810449,2498.8585963435303,2397.996797103418,2490.570636767877,2403.630296248926,2401.521798629297,2426.021497268213,2394.580895919336,2352.02150108291,2391.9839949793945,2428.966496963037,2435.434697646631,2378.583497542871,2424.2529959864746,2447.265695113672,2472.117996711267,2468.6002965159546,2456.8033976740967,2467.2907977290283,2463.9360976405274,2478.1507368273865,2473.7992167658936,2471.4559970088135,2471.654596824182,2472.8900971598755,2508.334096450342,2508.334096450342
7096.10009765625,1409.2247660518303,0.8808034246215822,2485.7214761163423,2501.279876270456,2401.2535729791352,2491.5946660424897,2407.543375530405,2404.300173320932,2429.477777996225,2397.5566735650727,2354.71647123353,2395.4110741998384,2431.5286775018403,2437.8241753961274,2381.619478740854,2425.330576458139,2449.0880761529634,2473.833376445932,2471.0104756738374,2459.317076244516,2469.4402757074067,2466.5151753808686,2480.623466053171,2476.1835265542695,2473.9063764001558,2474.157676258249,2475.39127592103,2510.733576336069,2510.733576336069
